bill_number,bill_name,year,type,category,ministry,introduced_in,introduced_by,introduced_date,passed_ls_date,passed_rs_date,assented_date,status,committee_referred,committee_report_date,act_no,act_year,introduced_file,report_file,gazette_file
279,"The Infrastructure Project (Monitoring and Management) Board Bill, 2024.",2024,Private Member,Financial Bill,PLANNING,Lok Sabha,Jagdambika Pal Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/279 of 2024 As125202591509PM.pdf?source=legislation,,
277,"The Digital Personal Data Protection (Amendment) Bill, 2024 (Amendment of Section 9, etc.).",2024,Private Member,Ordinary Bill,ELECTRONICS AND INFORMATION TECHNOLOGY,Lok Sabha,Jagdambika Pal Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/277 of 2024 As125202591451PM.pdf?source=legislation,,
273,"The Supreme Court (Use of Hindi in Proceedings and Other Provisions) Bill, 2024",2024,Private Member,Financial Bill,HOME AFFAIRS,Lok Sabha,Ganesh Singh Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/273 of 2024 As125202595150PM.pdf?source=legislation,,
272,"The Reservation for the Scheduled Castes, the Scheduled Tribes, the Other Backward Classes, De-notified Tribes and Semi-nomadic Communities in Private Sector Bill, 2024.",2024,Private Member,Ordinary Bill,SOCIAL JUSTICE AND EMPOWERMENT,Lok Sabha,Ganesh Singh Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/272 of 2024 As125202595513PM.pdf?source=legislation,,
271,"The Scheduled Tribe Component (Planning, Allocation and Utilization of Financial Resources) Bill, 2024.",2024,Private Member,Financial Bill,TRIBAL AFFAIRS,Lok Sabha,Gowaal Kagada Padavi Adv,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/271 of 2024 As125202591113PM.pdf?source=legislation,,
270,"The Higher Education School, Graduate School and University (Freedom of Speech) Bill, 2024.",2024,Private Member,Ordinary Bill,EDUCATION,Lok Sabha,Gowaal Kagada Padavi Adv,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/270 of 2024 As125202591218PM.pdf?source=legislation,,
269,"The National Commission for Detection and Reporting of Cases of Atrocities and Caste Discrimination against Scheduled Castes and Scheduled Tribes Bill, 2024.",2024,Private Member,Financial Bill,SOCIAL JUSTICE AND EMPOWERMENT,Lok Sabha,Chandra Shekhar Adv.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/269 of 2024 AS125202590326PM.pdf?source=legislation,,
265,"The Advocates (Amendment) Bill, 2024 (Amendment of Section 2, etc.).",2024,Private Member,Financial Bill,LAW AND JUSTICE,Lok Sabha,Omprakash Bhupalsinh Alias Pavan Rajenimbalkar Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/265 of 2024 AS125202591410PM.pdf?source=legislation,,
263,"The Bharatiya Nyaya Sanhita (Amendment) Bill, 2024 (Amendment of section 63).",2024,Private Member,Ordinary Bill,HOME AFFAIRS,Lok Sabha,Shashi Tharoor Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/263 of 2024 AS125202590816PM.pdf?source=legislation,,
260,"The Wildlife (Protection ) Amendment Bill, 2024 (Amendment of section 2, etc.).",2024,Private Member,Financial Bill,"ENVIRONMENT, FOREST AND CLIMATE CHANGE",Lok Sabha,Vishaldada Prakashbapu Patil Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/260 of 2024 AS125202590445PM.pdf?source=legislation,,
259,"The Enrollment of the Children of Government Employees in Government Schools (Promotion) Bill, 2024.",2024,Private Member,Financial Bill,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Lok Sabha,Iqra Choudhary Ms,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/259 of 2024 AS125202591155PM.pdf?source=legislation,,
258,"The Chief Election Commissioner and other Election Commissioners (Appointment, Conditions of Service and Term of Office) Amendment Bill, 2024 (Amendment of section 5, etc.).",2024,Private Member,Financial Bill,LAW AND JUSTICE,Lok Sabha,Vishaldada Prakashbapu Patil Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/258 of 2024 AS125202591318PM.pdf?source=legislation,,
254,"The Prevention of Slaughter and Preservation of Cattle Bill, 2024.",2024,Private Member,Financial Bill,"fisheries, animal husbandry and dairying",Lok Sabha,Bhartruhari Mahtab Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/254 of 2024 AS125202591410PM.pdf?source=legislation,,
252,"The Welfare and Protection of Cow Bill, 2024.",2024,Private Member,Financial Bill,"fisheries, animal husbandry and dairying",Lok Sabha,Shrikant Eknath Shinde Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/252 of 2024 AS12162025105840AM.pdf?source=legislation,,
247,"The Domestic Workers (Regulation of Employment and Conditions at Work) Bill, 2024.",2024,Private Member,Financial Bill,LABOUR  AND  EMPLOYMENT,Lok Sabha,T Sumathy Alias Thamizhachi Thangapandian Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/247 of 2024 as125202585837PM.pdf?source=legislation,,
245,"The Journalist (Prevention of Violence and Protection) Bill, 2024.",2024,Private Member,Financial Bill,INFORMATION AND BROADCASTING,Lok Sabha,Vishaldada Prakashbapu Patil Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/245 of 2024 AS125202590923PM.pdf?source=legislation,,
244,"The Environment (Protection) Amendment Bill, 2024 (Amendment of section 2, etc.).",2024,Private Member,Financial Bill,"ENVIRONMENT, FOREST AND CLIMATE CHANGE",Lok Sabha,Arun Bharti Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/244 of 2024 AS125202595714PM.pdf?source=legislation,,
232,"The Scheduled Castes and Scheduled Tribes (Reservation in Posts and Services and Filling Up of Vacancies in a Time Bound Manner) Bill, 2024.",2024,Private Member,Financial Bill,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Lok Sabha,Arun Bharti Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/232 of 2024 AS125202595631PM.pdf?source=legislation,,
231,"The Traditional Weavers (Protection and Welfare) Bill, 2024.",2024,Private Member,Financial Bill,TEXTILES,Lok Sabha,Rajeev Rai Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/231 of 2024 AS125202585512PM.pdf?source=legislation,,
230,"The National Water University Bill, 2024.",2024,Private Member,Financial Bill,JAL SHAKTI,Lok Sabha,Ravindra Dattaram Waikar Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/230 of 2024 AS125202590036PM.pdf?source=legislation,,
23,"The All India Institutes of Medical Sciences (Amendment) Bill, 2024 (Insertion of new section 3A).",2024,Private Member,Financial Bill,HEALTH AND FAMILY WELFARE,Lok Sabha,Chandra Shekhar Adv.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/23 of 2024 as intro125202583554PM.pdf?source=legislation,,
227,"The Special Financial Assistance for Development and Rejuvenation of Water Bodies in the State of Maharashtra Bill, 2024.",2024,Private Member,Financial Bill,JAL SHAKTI,Lok Sabha,Ravindra Dattaram Waikar Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/227 of 2024 AS125202590203PM.pdf?source=legislation,,
218,"The Bhagwan Birsa Munda Birthplace Ulihatu National Memorial Bill, 2024.",2024,Private Member,Financial Bill,CULTURE,Lok Sabha,Bidyut Baran Mahato Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/218 of 2024 AS125202591812PM.pdf?source=legislation,,
217,"The Prevention of Cruelty to Animals (Amendment) Bill, 2024 (Amendment of section 11, etc.).",2024,Private Member,Ordinary Bill,"fisheries, animal husbandry and dairying",Lok Sabha,Shambhavi  Smt.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/217 of 2024 AS125202585230PM.pdf?source=legislation,,
215,"The National Floriculture Board Bill, 2024.",2024,Private Member,Financial Bill,AGRICULTURE & FARMERS WELFARE,Lok Sabha,K Sudhakar Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/215 of 2024 AS125202590932PM.pdf?source=legislation,,
212,"The Protection and Welfare of Sanitation Workers Bill, 2024.",2024,Private Member,Financial Bill,SOCIAL JUSTICE AND EMPOWERMENT,Lok Sabha,Ravindra Dattaram Waikar Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/212 of 2024 AS125202590002PM.pdf?source=legislation,,
209,"The Cultural Mapping Bill, 2024.",2024,Private Member,Financial Bill,CULTURE,Lok Sabha,Manoj Tiwari Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/209 of 2024 AS125202590316PM.pdf?source=legislation,,
203,"The National Commission for Women (Amendment) Bill, 2024 (Amendment of section 10).",2024,Private Member,Ordinary Bill,WOMEN AND CHILD DEVELOPMENT,Lok Sabha,Shambhavi  Smt.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/203 of 2024 AS125202595610PM.pdf?source=legislation,,
199,"The All India Institutes of Medical Sciences (Amendment) Bill, 2024 (Insertion of new section 3A).",2024,Private Member,Financial Bill,HEALTH AND FAMILY WELFARE,Lok Sabha,Rajeev Rai Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/199 of 2024 AS125202585435PM.pdf?source=legislation,,
198,"The National Board for Combating Natural Calamity and Welfare of Natural Calamity Victims Bill, 2024.",2024,Private Member,Financial Bill,HOME AFFAIRS,Lok Sabha,Shrikant Eknath Shinde Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/157125202595737PM. The National Board for Combatin?source=legislation,,
196,"The Dairy Farmers (Welfare) Bill, 2024.",2024,Private Member,Financial Bill,"fisheries, animal husbandry and dairying",Lok Sabha,K Sudhakar Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/196 of 2024 AS125202591048PM.pdf?source=legislation,,
195,"The Constitution (Amendment) Bill, 2024 (Amendment of the Eighth Schedule).",2024,Private Member,Ordinary Bill,HOME AFFAIRS,Lok Sabha,Jayanta Kumar Roy Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/195 of 2024 AS125202583948PM.pdf?source=legislation,,
193,"The Regulation of Deepfake Bill, 2024.",2024,Private Member,Financial Bill,ELECTRONICS AND INFORMATION TECHNOLOGY,Lok Sabha,Shrikant Eknath Shinde Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/193 of 2024 AS125202595114PM.pdf?source=legislation,,
188,"The Narcotic Drugs and Psychotropic Substances (Amendment) Bill, 2024 (Amendment of section 1, etc.).",2024,Private Member,Ordinary Bill,FINANCE,Lok Sabha,Dharamvira Gandhi Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/188 of 2024 AS125202585340PM.pdf?source=legislation,,
187,"The Menstrual Leave and Hygiene Bill, 2024.",2024,Private Member,Financial Bill,LABOUR  AND  EMPLOYMENT,Lok Sabha,Shambhavi  Smt.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/187 of 2024 AS125202585318PM.pdf?source=legislation,,
182,"The Digital Personal Data Protection (Amendment) Bill, 2024 (Amendment of section 2, etc.).",2024,Private Member,Ordinary Bill,ELECTRONICS AND INFORMATION TECHNOLOGY,Lok Sabha,T Sumathy Alias Thamizhachi Thangapandian Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/182 of 2024 AS125202585924PM.pdf?source=legislation,,
180,"The Specially Abled Children (Welfare) Bill, 2024.",2024,Private Member,Financial Bill,WOMEN AND CHILD DEVELOPMENT,Lok Sabha,Bhartruhari Mahtab Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/180 of 2024 AS125202591503PM.pdf?source=legislation,,
173,"The Vegetable Products (Remunerative Support Price and Insurance) Bill, 2024.",2024,Private Member,Financial Bill,AGRICULTURE & FARMERS WELFARE,Lok Sabha,Bidyut Baran Mahato Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/173 OF 2024 AS125202591709PM.pdf?source=legislation,,
168,"The National Medical Commission (Amendment) Bill, 2024 (Amendment of section 14, etc.).",2024,Private Member,Ordinary Bill,HEALTH AND FAMILY WELFARE,Lok Sabha,S Jothimani Ms.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/168 of 2024 AS125202591545PM.pdf?source=legislation,,
167,"The Breast Cancer (Awareness) Bill, 2024.",2024,Private Member,Financial Bill,HEALTH AND FAMILY WELFARE,Lok Sabha,T Sumathy Alias Thamizhachi Thangapandian Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/167 of 2024 AS125202590129PM.pdf?source=legislation,,
164,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2024 (Amendment of sections 2 and 3).",2024,Private Member,Ordinary Bill,SOCIAL JUSTICE AND EMPOWERMENT,Lok Sabha,Vishnu Dayal Ram Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/164 of 2024 as intro125202585206PM.pdf?source=legislation,,
163,"The Narcotic Drugs and Psychotropic Substances (Amendment) Bill, 2024 (Amendment of section 31A).",2024,Private Member,Ordinary Bill,FINANCE,Lok Sabha,Vishnu Dayal Ram Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/163 of 2024 As introduced125202585132PM.pdf?source=legislation,,
161,"The Legitimate Asylum to Refugees Bill, 2024.",2024,Private Member,Financial Bill,HOME AFFAIRS,Lok Sabha,Bhartruhari Mahtab Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/161 of 2024 as intro125202585055PM.pdf?source=legislation,,
160,"The Indigenous Cow and Cow Progeny Protection Board Bill, 2024.",2024,Private Member,Financial Bill,"fisheries, animal husbandry and dairying",Lok Sabha,Lumbaram Choudhary Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/160 of 2024 as intro125202584735PM.pdf?source=legislation,,
159,"The Stray Animals Control Bill, 2024.",2024,Private Member,Financial Bill,"fisheries, animal husbandry and dairying",Lok Sabha,Anand Bhadauria Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/159 of 2024 as intro125202590442PM.pdf?source=legislation,,
158,"The Special Economic Zones (Amendment) Bill, 2024 (Amendment of Section 2, etc.).",2024,Private Member,Financial Bill,COMMERCE AND INDUSTRY,Lok Sabha,Manickam Tagore B Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/158 of 2024 as125202583721PM.pdf?source=legislation,,
157,"The Menstrual Benefits Bill, 2024.",2024,Private Member,Ordinary Bill,LABOUR  AND  EMPLOYMENT,Lok Sabha,Kadiyam Kavya Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/157 of 2024 as intro125202585407PM.pdf?source=legislation,,
156,"The National Eligibility cum Entrance Test (NEET) Exemption for the State of Tamil Nadu Bill, 2024.",2024,Private Member,Ordinary Bill,EDUCATION,Lok Sabha,Manickam Tagore B Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/156 of 2024 as125202584121PM.pdf?source=legislation,,
151,"The Establishment of Sports Infrastructure in Virudhunagar Bill, 2024.",2024,Private Member,Financial Bill,YOUTH AFFAIRS AND SPORTS,Lok Sabha,Manickam Tagore B Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/151 of 2024 as intro125202583659PM.pdf?source=legislation,,
149,"The Coastal Tourism Development Board Bill, 2024.",2024,Private Member,Financial Bill,TOURISM,Lok Sabha,Hemant Vishnu Savara Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/149 of 2024 as intro125202584600PM.pdf?source=legislation,,
148,"The Railways (Amendment) Bill, 2024 (Insertion of new Section 24A).",2024,Private Member,Financial Bill,RAILWAYS,Lok Sabha,Alok Kumar Suman Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/148 of 2024 as intro125202584517PM.pdf?source=legislation,,
147,"The Criminal Laws (Amendment) Bill, 2024 (Insertion of new Section 106A, etc.).",2024,Private Member,Ordinary Bill,HOME AFFAIRS,Lok Sabha,Alok Kumar Suman Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/147 of 2024 as intro125202585435PM.pdf?source=legislation,,
146,"The Railways (Amendment) Bill, 2024 (Insertion of new Section 24A).",2024,Private Member,Financial Bill,RAILWAYS,Lok Sabha,Alok Kumar Suman Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/146 of 2024 as intro125202584250PM.pdf?source=legislation,,
145,"The Farmers Right to Minimum Support Price Realization of Agricultural Produce Bill, 2024.",2024,Private Member,Financial Bill,AGRICULTURE & FARMERS WELFARE,Lok Sabha,Chandra Shekhar Adv.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/145 of 2024 as intro125202583621PM.pdf?source=legislation,,
144,"The Special Financial Assistance for Development and Conservation of Water Bodies in the State of Maharashtra Bill, 2024.",2024,Private Member,Financial Bill,JAL SHAKTI,Lok Sabha,Hemant Vishnu Savara Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/144 of 2024 as intro125202584657PM.pdf?source=legislation,,
142,"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2024 (Amendment of the Schedule).",2024,Private Member,Financial Bill,TRIBAL AFFAIRS,Lok Sabha,Saptagiri Sankar Ulaka Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/142 of 2024 as intro125202584043PM.pdf?source=legislation,,
141,"The Maharashtra Central Sports University Bill, 2024.",2024,Private Member,Financial Bill,YOUTH AFFAIRS AND SPORTS,Lok Sabha,Hemant Vishnu Savara Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/141 of 2024 as intro125202584533PM.pdf?source=legislation,,
140,"The Central Institute for Cancer Detection and Prevention Bill, 2024.",2024,Private Member,Financial Bill,HEALTH AND FAMILY WELFARE,Lok Sabha,Byreddy Shabari Dr.,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/140 of 2024 as intro125202584759PM.pdf?source=legislation,,
139,"The National Green Tribunal (Amendment) Bill, 2024 (Amendment of Section 15, etc.).",2024,Private Member,Financial Bill,"ENVIRONMENT, FOREST AND CLIMATE CHANGE",Lok Sabha,E T Mohammed Basheer Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/139 of 2024 as intro125202590422PM.pdf?source=legislation,,
137,"The Special Financial Assistance to KBK Region of State of Odisha Bill, 2024.",2024,Private Member,Financial Bill,FINANCE,Lok Sabha,Saptagiri Sankar Ulaka Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/137 of 2024  as intro125202584010PM.pdf?source=legislation,,
134,"The Special Financial Assistance for Ancient Monuments and Archaeological Sites and Remains in the State of Rajasthan Bill, 2024.",2024,Private Member,Financial Bill,CULTURE,Lok Sabha,Damodar Agrawal Shri,2025-12-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/134 of 2024 as intro125202584927PM.pdf?source=legislation,,
